PC=00000000, ---
PC=0000012c, REG[15]=00000038
PC=00000130, ---
PC=00000134, REG[15]=00000003
PC=00000138, REG[15]=00000002
PC=0000013c, ---
PC=00000140, REG[15]=00000003
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=00000005
PC=000001b4, REG[15]=00000003
PC=000001b8, ---
PC=0000014c, REG[15]=00000003
PC=00000150, REG[15]=0000000c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe6c
PC=0000015c, REG[15]=0000002c
PC=00000160, REG[14]=00000038
PC=00000164, ---
PC=00000168, REG[15]=00000002
PC=0000016c, REG[15]=00000003
PC=00000170, ---
PC=00000174, REG[15]=00000003
PC=00000178, REG[15]=0000000c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe6c
PC=00000184, REG[15]=00000003
PC=00000188, REG[15]=0000000c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe6c
PC=00000194, REG[11]=0000fe6c
PC=00000198, REG[10]=0000fe6c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fc80
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fcb0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe6c
PC=000000cc, REG[15]=0000002c
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe6c
PC=000000d8, REG[14]=0000002c
PC=000000dc, REG[15]=0000fe6c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe6c
PC=000000e8, REG[14]=0000002c
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fce0
PC=000000f8, REG[ 2]=0000fcb0
PC=000000fc, ---
PC=000001a4, REG[15]=00000003
PC=000001a8, REG[15]=00000004
PC=000001ac, ---
PC=000001b0, REG[14]=00000005
PC=000001b4, REG[15]=00000004
PC=000001b8, ---
PC=0000014c, REG[15]=00000004
PC=00000150, REG[15]=00000010
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe70
PC=0000015c, REG[15]=0000002d
PC=00000160, REG[14]=00000038
PC=00000164, ---
PC=00000168, REG[15]=00000003
PC=0000016c, REG[15]=00000004
PC=00000170, ---
PC=00000174, REG[15]=00000004
PC=00000178, REG[15]=00000010
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe70
PC=00000184, REG[15]=00000004
PC=00000188, REG[15]=00000010
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe70
PC=00000194, REG[11]=0000fe70
PC=00000198, REG[10]=0000fe70
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fc80
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fcb0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe70
PC=000000cc, REG[15]=0000002d
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe70
PC=000000d8, REG[14]=0000002d
PC=000000dc, REG[15]=0000fe70
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe70
PC=000000e8, REG[14]=0000002d
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fce0
PC=000000f8, REG[ 2]=0000fcb0
PC=000000fc, ---
PC=000001a4, REG[15]=00000004
PC=000001a8, REG[15]=00000005
PC=000001ac, ---
PC=000001b0, REG[14]=00000005
PC=000001b4, REG[15]=00000005
PC=000001b8, ---
PC=000001bc, REG[15]=00000004
PC=000001c0, REG[15]=00000005
PC=000001c4, REG[15]=00000014
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000fe74
PC=000001d0, REG[15]=00000005
PC=000001d4, REG[15]=00000014
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000fe74
PC=000001e0, REG[11]=0000fe74
PC=000001e4, REG[10]=0000fe74
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fc80
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fcb0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe74
PC=000000cc, REG[15]=00000038
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe74
PC=000000d8, REG[14]=00000038
PC=000000dc, REG[15]=0000fe74
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe74
PC=000000e8, REG[14]=00000038
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fce0
PC=000000f8, REG[ 2]=0000fcb0
PC=000000fc, ---
PC=000001f0, REG[15]=00000004
PC=000001f4, REG[15]=00000005
PC=000001f8, REG[10]=00000005
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fd10
PC=00000204, REG[ 2]=0000fce0
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=00000005
PC=00000250, REG[15]=00000004
PC=00000254, REG[12]=00000004
PC=00000258, REG[11]=00000003
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fcb0
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fce0
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000003
PC=0000022c, REG[15]=00000004
PC=00000230, ---
PC=00000234, REG[12]=00000004
PC=00000238, REG[11]=00000003
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fc80
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fcb0
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=00000004
PC=00000120, REG[15]=00000010
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000fe70
PC=0000012c, REG[15]=0000002d
PC=00000130, ---
PC=00000134, REG[15]=00000003
PC=00000138, REG[15]=00000002
PC=0000013c, ---
PC=00000140, REG[15]=00000003
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=00000004
PC=000001b4, REG[15]=00000003
PC=000001b8, ---
PC=0000014c, REG[15]=00000003
PC=00000150, REG[15]=0000000c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe6c
PC=0000015c, REG[15]=0000002c
PC=00000160, REG[14]=0000002d
PC=00000164, ---
PC=00000168, REG[15]=00000002
PC=0000016c, REG[15]=00000003
PC=00000170, ---
PC=00000174, REG[15]=00000003
PC=00000178, REG[15]=0000000c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe6c
PC=00000184, REG[15]=00000003
PC=00000188, REG[15]=0000000c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe6c
PC=00000194, REG[11]=0000fe6c
PC=00000198, REG[10]=0000fe6c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fc50
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fc80
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe6c
PC=000000cc, REG[15]=0000002c
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe6c
PC=000000d8, REG[14]=0000002c
PC=000000dc, REG[15]=0000fe6c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe6c
PC=000000e8, REG[14]=0000002c
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fcb0
PC=000000f8, REG[ 2]=0000fc80
PC=000000fc, ---
PC=000001a4, REG[15]=00000003
PC=000001a8, REG[15]=00000004
PC=000001ac, ---
PC=000001b0, REG[14]=00000004
PC=000001b4, REG[15]=00000004
PC=000001b8, ---
PC=000001bc, REG[15]=00000003
PC=000001c0, REG[15]=00000004
PC=000001c4, REG[15]=00000010
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000fe70
PC=000001d0, REG[15]=00000004
PC=000001d4, REG[15]=00000010
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000fe70
PC=000001e0, REG[11]=0000fe70
PC=000001e4, REG[10]=0000fe70
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fc50
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fc80
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe70
PC=000000cc, REG[15]=0000002d
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe70
PC=000000d8, REG[14]=0000002d
PC=000000dc, REG[15]=0000fe70
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe70
PC=000000e8, REG[14]=0000002d
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fcb0
PC=000000f8, REG[ 2]=0000fc80
PC=000000fc, ---
PC=000001f0, REG[15]=00000003
PC=000001f4, REG[15]=00000004
PC=000001f8, REG[10]=00000004
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fce0
PC=00000204, REG[ 2]=0000fcb0
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=00000004
PC=00000250, REG[15]=00000003
PC=00000254, REG[12]=00000003
PC=00000258, REG[11]=00000003
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fc80
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fcb0
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000003
PC=0000022c, REG[15]=00000003
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fce0
PC=00000290, REG[ 2]=0000fcb0
PC=00000294, ---
PC=00000268, REG[15]=00000004
PC=0000026c, REG[15]=00000005
PC=00000270, REG[12]=00000004
PC=00000274, REG[11]=00000005
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fc80
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fcb0
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000005
PC=0000022c, REG[15]=00000004
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000284
PC=0000028c, REG[ 8]=0000fce0
PC=00000290, REG[ 2]=0000fcb0
PC=00000294, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fd10
PC=00000290, REG[ 2]=0000fce0
PC=00000294, ---
PC=00000268, REG[15]=00000005
PC=0000026c, REG[15]=00000006
PC=00000270, REG[12]=00000005
PC=00000274, REG[11]=00000006
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fcb0
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fce0
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000006
PC=0000022c, REG[15]=00000005
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000284
PC=0000028c, REG[ 8]=0000fd10
PC=00000290, REG[ 2]=0000fce0
PC=00000294, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fd40
PC=00000290, REG[ 2]=0000fd10
PC=00000294, ---
PC=00000268, REG[15]=00000006
PC=0000026c, REG[15]=00000007
PC=00000270, REG[12]=00000007
PC=00000274, REG[11]=00000007
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fce0
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd10
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000007
PC=0000022c, REG[15]=00000007
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000284
PC=0000028c, REG[ 8]=0000fd40
PC=00000290, REG[ 2]=0000fd10
PC=00000294, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fd70
PC=00000290, REG[ 2]=0000fd40
PC=00000294, ---
PC=00000268, REG[15]=00000008
PC=0000026c, REG[15]=00000009
PC=00000270, REG[12]=00000009
PC=00000274, REG[11]=00000009
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd10
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd40
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=00000009
PC=0000022c, REG[15]=00000009
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000284
PC=0000028c, REG[ 8]=0000fd70
PC=00000290, REG[ 2]=0000fd40
PC=00000294, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fda0
PC=00000290, REG[ 2]=0000fd70
PC=00000294, ---
PC=00000268, REG[15]=0000000a
PC=0000026c, REG[15]=0000000b
PC=00000270, REG[12]=00000018
PC=00000274, REG[11]=0000000b
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd40
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd70
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=0000000b
PC=0000022c, REG[15]=00000018
PC=00000230, ---
PC=00000234, REG[12]=00000018
PC=00000238, REG[11]=0000000b
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fd10
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fd40
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=00000018
PC=00000120, REG[15]=00000060
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000fec0
PC=0000012c, REG[15]=00000068
PC=00000130, ---
PC=00000134, REG[15]=0000000b
PC=00000138, REG[15]=0000000a
PC=0000013c, ---
PC=00000140, REG[15]=0000000b
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000b
PC=000001b8, ---
PC=0000014c, REG[15]=0000000b
PC=00000150, REG[15]=0000002c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe8c
PC=0000015c, REG[15]=000000fb
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=0000000b
PC=000001a8, REG[15]=0000000c
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000c
PC=000001b8, ---
PC=0000014c, REG[15]=0000000c
PC=00000150, REG[15]=00000030
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe90
PC=0000015c, REG[15]=000000a5
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=0000000c
PC=000001a8, REG[15]=0000000d
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000d
PC=000001b8, ---
PC=0000014c, REG[15]=0000000d
PC=00000150, REG[15]=00000034
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe94
PC=0000015c, REG[15]=000000c4
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=0000000d
PC=000001a8, REG[15]=0000000e
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000e
PC=000001b8, ---
PC=0000014c, REG[15]=0000000e
PC=00000150, REG[15]=00000038
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe98
PC=0000015c, REG[15]=00000056
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=00000168, REG[15]=0000000a
PC=0000016c, REG[15]=0000000b
PC=00000170, ---
PC=00000174, REG[15]=0000000b
PC=00000178, REG[15]=0000002c
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe8c
PC=00000184, REG[15]=0000000e
PC=00000188, REG[15]=00000038
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe98
PC=00000194, REG[11]=0000fe98
PC=00000198, REG[10]=0000fe8c
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe8c
PC=000000cc, REG[15]=000000fb
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe98
PC=000000d8, REG[14]=00000056
PC=000000dc, REG[15]=0000fe8c
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe98
PC=000000e8, REG[14]=000000fb
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001a4, REG[15]=0000000e
PC=000001a8, REG[15]=0000000f
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000f
PC=000001b8, ---
PC=0000014c, REG[15]=0000000f
PC=00000150, REG[15]=0000003c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe9c
PC=0000015c, REG[15]=0000009d
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=0000000f
PC=000001a8, REG[15]=00000010
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000010
PC=000001b8, ---
PC=0000014c, REG[15]=00000010
PC=00000150, REG[15]=00000040
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea0
PC=0000015c, REG[15]=0000007e
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000010
PC=000001a8, REG[15]=00000011
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000011
PC=000001b8, ---
PC=0000014c, REG[15]=00000011
PC=00000150, REG[15]=00000044
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea4
PC=0000015c, REG[15]=0000009d
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000011
PC=000001a8, REG[15]=00000012
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000012
PC=000001b8, ---
PC=0000014c, REG[15]=00000012
PC=00000150, REG[15]=00000048
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea8
PC=0000015c, REG[15]=00000115
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000012
PC=000001a8, REG[15]=00000013
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000013
PC=000001b8, ---
PC=0000014c, REG[15]=00000013
PC=00000150, REG[15]=0000004c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feac
PC=0000015c, REG[15]=000000cf
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000013
PC=000001a8, REG[15]=00000014
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000014
PC=000001b8, ---
PC=0000014c, REG[15]=00000014
PC=00000150, REG[15]=00000050
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb0
PC=0000015c, REG[15]=0000010f
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000014
PC=000001a8, REG[15]=00000015
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000015
PC=000001b8, ---
PC=0000014c, REG[15]=00000015
PC=00000150, REG[15]=00000054
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb4
PC=0000015c, REG[15]=000000d9
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000015
PC=000001a8, REG[15]=00000016
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000016
PC=000001b8, ---
PC=0000014c, REG[15]=00000016
PC=00000150, REG[15]=00000058
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000feb8
PC=0000015c, REG[15]=000000c2
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000016
PC=000001a8, REG[15]=00000017
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000017
PC=000001b8, ---
PC=0000014c, REG[15]=00000017
PC=00000150, REG[15]=0000005c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000febc
PC=0000015c, REG[15]=000000e9
PC=00000160, REG[14]=00000068
PC=00000164, ---
PC=000001a4, REG[15]=00000017
PC=000001a8, REG[15]=00000018
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000018
PC=000001b8, ---
PC=000001bc, REG[15]=0000000b
PC=000001c0, REG[15]=0000000c
PC=000001c4, REG[15]=00000030
PC=000001c8, REG[14]=0000fe60
PC=000001cc, REG[13]=0000fe90
PC=000001d0, REG[15]=00000018
PC=000001d4, REG[15]=00000060
PC=000001d8, REG[14]=0000fe60
PC=000001dc, REG[15]=0000fec0
PC=000001e0, REG[11]=0000fec0
PC=000001e4, REG[10]=0000fe90
PC=000001e8, REG[ 1]=000001e8
PC=000001ec, REG[ 1]=000001f0
PC=000000b4, REG[ 2]=0000fce0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fd10
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe90
PC=000000cc, REG[15]=000000a5
PC=000000d0, ---
PC=000000d4, REG[15]=0000fec0
PC=000000d8, REG[14]=00000068
PC=000000dc, REG[15]=0000fe90
PC=000000e0, ---
PC=000000e4, REG[15]=0000fec0
PC=000000e8, REG[14]=000000a5
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd40
PC=000000f8, REG[ 2]=0000fd10
PC=000000fc, ---
PC=000001f0, REG[15]=0000000b
PC=000001f4, REG[15]=0000000c
PC=000001f8, REG[10]=0000000c
PC=000001fc, REG[ 1]=00000248
PC=00000200, REG[ 8]=0000fd70
PC=00000204, REG[ 2]=0000fd40
PC=00000208, ---
PC=00000248, ---
PC=0000024c, REG[15]=0000000c
PC=00000250, REG[15]=0000000b
PC=00000254, REG[12]=0000000b
PC=00000258, REG[11]=0000000b
PC=0000025c, REG[10]=0000fe60
PC=00000260, REG[ 1]=00000260
PC=00000264, REG[ 1]=00000268
PC=0000020c, REG[ 2]=0000fd10
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd40
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=0000000b
PC=0000022c, REG[15]=0000000b
PC=00000230, ---
PC=00000284, ---
PC=00000288, REG[ 1]=00000268
PC=0000028c, REG[ 8]=0000fd70
PC=00000290, REG[ 2]=0000fd40
PC=00000294, ---
PC=00000268, REG[15]=0000000c
PC=0000026c, REG[15]=0000000d
PC=00000270, REG[12]=00000018
PC=00000274, REG[11]=0000000d
PC=00000278, REG[10]=0000fe60
PC=0000027c, REG[ 1]=0000027c
PC=00000280, REG[ 1]=00000284
PC=0000020c, REG[ 2]=0000fd10
PC=00000210, ---
PC=00000214, ---
PC=00000218, REG[ 8]=0000fd40
PC=0000021c, ---
PC=00000220, ---
PC=00000224, ---
PC=00000228, REG[14]=0000000d
PC=0000022c, REG[15]=00000018
PC=00000230, ---
PC=00000234, REG[12]=00000018
PC=00000238, REG[11]=0000000d
PC=0000023c, REG[10]=0000fe60
PC=00000240, REG[ 1]=00000240
PC=00000244, REG[ 1]=00000248
PC=00000100, REG[ 2]=0000fce0
PC=00000104, ---
PC=00000108, ---
PC=0000010c, REG[ 8]=0000fd10
PC=00000110, ---
PC=00000114, ---
PC=00000118, ---
PC=0000011c, REG[15]=00000018
PC=00000120, REG[15]=00000060
PC=00000124, REG[14]=0000fe60
PC=00000128, REG[15]=0000fec0
PC=0000012c, REG[15]=000000a5
PC=00000130, ---
PC=00000134, REG[15]=0000000d
PC=00000138, REG[15]=0000000c
PC=0000013c, ---
PC=00000140, REG[15]=0000000d
PC=00000144, ---
PC=00000148, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000d
PC=000001b8, ---
PC=0000014c, REG[15]=0000000d
PC=00000150, REG[15]=00000034
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe94
PC=0000015c, REG[15]=000000c4
PC=00000160, REG[14]=000000a5
PC=00000164, ---
PC=000001a4, REG[15]=0000000d
PC=000001a8, REG[15]=0000000e
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000e
PC=000001b8, ---
PC=0000014c, REG[15]=0000000e
PC=00000150, REG[15]=00000038
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe98
PC=0000015c, REG[15]=000000fb
PC=00000160, REG[14]=000000a5
PC=00000164, ---
PC=000001a4, REG[15]=0000000e
PC=000001a8, REG[15]=0000000f
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=0000000f
PC=000001b8, ---
PC=0000014c, REG[15]=0000000f
PC=00000150, REG[15]=0000003c
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fe9c
PC=0000015c, REG[15]=0000009d
PC=00000160, REG[14]=000000a5
PC=00000164, ---
PC=00000168, REG[15]=0000000c
PC=0000016c, REG[15]=0000000d
PC=00000170, ---
PC=00000174, REG[15]=0000000d
PC=00000178, REG[15]=00000034
PC=0000017c, REG[14]=0000fe60
PC=00000180, REG[13]=0000fe94
PC=00000184, REG[15]=0000000f
PC=00000188, REG[15]=0000003c
PC=0000018c, REG[14]=0000fe60
PC=00000190, REG[15]=0000fe9c
PC=00000194, REG[11]=0000fe9c
PC=00000198, REG[10]=0000fe94
PC=0000019c, REG[ 1]=0000019c
PC=000001a0, REG[ 1]=000001a4
PC=000000b4, REG[ 2]=0000fcb0
PC=000000b8, ---
PC=000000bc, REG[ 8]=0000fce0
PC=000000c0, ---
PC=000000c4, ---
PC=000000c8, REG[15]=0000fe94
PC=000000cc, REG[15]=000000c4
PC=000000d0, ---
PC=000000d4, REG[15]=0000fe9c
PC=000000d8, REG[14]=0000009d
PC=000000dc, REG[15]=0000fe94
PC=000000e0, ---
PC=000000e4, REG[15]=0000fe9c
PC=000000e8, REG[14]=000000c4
PC=000000ec, ---
PC=000000f0, ---
PC=000000f4, REG[ 8]=0000fd10
PC=000000f8, REG[ 2]=0000fce0
PC=000000fc, ---
PC=000001a4, REG[15]=0000000f
PC=000001a8, REG[15]=00000010
PC=000001ac, ---
PC=000001b0, REG[14]=00000018
PC=000001b4, REG[15]=00000010
PC=000001b8, ---
PC=0000014c, REG[15]=00000010
PC=00000150, REG[15]=00000040
PC=00000154, REG[14]=0000fe60
PC=00000158, REG[15]=0000fea0
PC=0000015c, REG[15]=0000007e
PC=00000160, REG[14]=000000a5
PC=00000164, ---
PC=00000168, REG[15]=0000000d
PC=0000016c, REG[15]=0000000e
PC=00000170, ---
